State,Player,HS City,HS Name,Years,From,To,Games,Career_Min_Played,Career_FG,Career_FGA,Career_3P,Career_3PA,Career_FT,Career_FTA,Career_ORB,Career_TRB,Career_AST,Career_STL,Career_BLK,Career_Turnovers,Career_Personal_Fouls,Career_Points,Career_FG%,Career_3P%,Career_FT%,Min_Played_PG,Points_PG,TRB_PG,AST_PG,
Ohio,Jim Paxson,Kettering,Archbishop Alter,11,1980,1990,784,21357,4545,9133,98,435,2011,2493,519,1593,2300,951,93,1144,1442,11199,0.498,0.225,0.807,27.2,14.3,2,2.9,
Ohio,John Paxson,Kettering,Archbishop Alter,11,1984,1994,772,17257,2403,4812,273,769,481,598,167,906,2758,517,44,651,1430,5560,0.499,0.355,0.804,22.4,7.2,1.2,3.6,
Ohio,Johnny Payak,Toledo,Woodward,2,1950,1953,120,1470,226,704,,,301,421,,114,226,,,,307,753,0.321,,0.715,21.6,6.3,1.7,1.9,
Ohio,James Posey,Twinsburg,R.B. Chamberlain,12,2000,2011,864,23260,2495,6091,1035,2967,1394,1701,755,4061,1413,917,298,981,2330,7419,0.41,0.349,0.82,26.9,8.6,4.7,1.6,
Ohio,Mike Pratt,Dayton,Meadowdale,2,1971,1972,143,2102,306,717,19,51,175,219,158,383,286,,,205,286,806,0.427,0.373,0.799,14.7,5.6,2.7,2,
Ohio,Bob Quick,Cincinnati,Hughes,4,1969,1972,142,1925,295,650,0,0,258,346,6,395,94,,,4,244,848,0.454,,0.746,13.6,6,2.8,0.7,
Ohio,Chris Quinn,Dublin,Dublin Coffman,6,2007,2013,241,3303,381,956,161,427,169,209,30,266,455,102,8,137,249,1092,0.399,0.377,0.809,13.7,4.5,1.1,1.9,
Ohio,Kelvin Ransey,Toledo,Macomber-Whitney,6,1981,1986,474,11586,2207,4862,20,152,946,1209,227,901,2480,472,34,958,923,5380,0.454,0.132,0.782,24.4,11.4,1.9,5.2,
Ohio,Ed Ratleff,Columbus,East,5,1974,1978,338,8433,1160,2554,,,493,614,465,1363,896,430,143,67,801,2813,0.454,,0.803,24.9,8.3,4,2.7,
Ohio,Michael Redd,Columbus,West,12,2001,2012,629,20104,4207,9405,1045,2751,2513,2998,622,2411,1338,579,66,963,1002,11972,0.447,0.38,0.838,32,19,3.8,2.1,
Ohio,Mel Riebe,Euclid,Euclid,3,1947,1949,146,,650,2140,,,275,443,,,212,,,,416,1575,0.304,,0.621,,10.8,,1.5,
Ohio,Eric Riley,Cleveland,St. Joseph,5,1994,1999,186,1844,218,478,0,4,138,196,180,479,60,54,132,126,303,574,0.456,0,0.704,9.9,3.1,2.6,0.3,
Ohio,Brian Roberts,Toledo,St John's Jesuit,5,2013,2017,314,5207,753,1831,217,610,336,370,58,422,721,132,19,272,368,2059,0.411,0.356,0.908,16.6,6.6,1.3,2.3,
Ohio,Joe Roberts,Columbus,East,4,1961,1968,218,3472,500,1312,1,3,254,399,,1075,123,,,30,485,1255,0.381,0.333,0.637,15.9,5.8,4.9,0.6,
Ohio,Alvin Robertson,Barberton,Barberton,10,1985,1996,779,24669,4412,9245,236,800,1822,2451,1621,4066,3929,2112,323,2116,2638,10882,0.477,0.295,0.743,31.7,14,5.2,5,
Ohio,Scott Roth,Broadview Heights,Brecksville-Broadview Heights,3,1988,1990,160,1798,248,661,23,79,232,318,61,204,186,87,11,136,250,751,0.375,0.291,0.73,11.2,4.7,1.3,1.2,
Ohio,Frankie Sanders,Dayton,Stivers,2,1979,1981,69,665,139,323,0,0,74,90,41,131,69,37,7,76,89,352,0.43,,0.822,9.6,5.1,1.9,1,
Ohio,Fred Saunders,Columbus,Mohawk,4,1975,1978,210,2899,487,1099,,,133,195,204,624,224,93,37,42,471,1107,0.443,,0.682,13.8,5.3,3,1.1,
Ohio,Dick Schnittker,Sandusky,Sandusky,6,1951,1958,364,6744,929,2454,,,1172,1421,,1372,479,,,,1014,3030,0.379,,0.825,20.1,8.3,3.8,1.3,
Ohio,Brad Sellers,Warrensville Heights,Warrensville Heights,6,1987,1993,398,7154,1026,2268,6,30,451,569,428,1064,435,137,246,335,678,2509,0.452,0.2,0.793,18,6.3,2.7,1.1,
Ohio,Paul Seymour,Toledo,Woodward,12,1948,1960,622,14667,2039,5826,,,1758,2219,,1694,2341,,,,1363,5836,0.35,,0.792,30.1,9.4,3.1,3.8,
Ohio,Chuck Share,Cincinnati,Western Hills,9,1952,1960,596,13023,1562,3905,,,1804,2604,,4986,809,,,,2106,4928,0.4,,0.693,21.9,8.3,8.4,1.4,
Ohio,Casey Shaw,Lebanon,Lebanon,1,1999,1999,9,14,1,8,0,0,0,0,3,3,0,0,0,2,2,2,0.125,,,1.6,0.2,0.3,0,
Ohio,Larry Siegfried,Shelby,Shelby,9,1964,1972,550,13632,2149,5248,,,1662,1945,,1567,1950,,,,1307,5960,0.409,,0.854,24.8,10.8,2.8,3.5,
Ohio,Clinton Smith,Cleveland,Adams,2,1987,1991,46,386,52,121,0,2,30,42,28,60,49,14,1,27,39,134,0.43,0,0.714,8.4,2.9,1.3,1.1,
Ohio,Don Smith,Dayton,Roth,1,1975,1975,54,538,131,321,,,21,21,14,30,47,20,3,,45,283,0.408,,1,10,5.2,0.6,0.9,
Ohio,Jim Smith,Cleveland,East Technical,2,1982,1983,76,876,89,173,0,0,41,89,72,187,46,22,51,47,189,219,0.514,,0.461,11.5,2.9,2.5,0.6,
Ohio,Eric Snow,Canton,McKinley,13,1996,2008,846,23132,2144,5054,55,265,1448,1897,419,2141,4245,975,105,1391,2013,5791,0.424,0.208,0.763,27.3,6.8,2.5,5,
Ohio,Dick Snyder,North Canton,Hoover,13,1967,1979,964,25676,4890,10019,,,1975,2398,248,2732,2767,300,157,84,2453,11755,0.488,,0.824,26.6,12.2,2.8,2.9,
Ohio,Dave Sorenson,Findlay,Findlay,3,1971,1973,213,3857,690,1562,,,354,455,,997,280,,,,408,1734,0.442,,0.778,18.1,8.1,4.7,1.3,
Ohio,Wayne Stevens,Chillicothe,Chillicothe,1,1960,1960,8,49,3,19,,,7,10,,16,4,,,,4,13,0.158,,0.7,6.1,1.6,2,0.5,
Ohio,Greg Stokes,Hamilton,Hamilton,2,1986,1990,42,384,57,128,0,1,16,23,29,62,17,14,11,22,64,130,0.445,0,0.696,9.1,3.1,1.5,0.4,
Ohio,Jared Sullinger,Columbus,Northland,5,2013,2017,269,6532,1172,2685,141,518,408,564,684,2006,477,180,161,332,784,2893,0.436,0.272,0.723,24.3,10.8,7.5,1.8,
Ohio,Larry Sykes,Toledo,St. Francis de Sales,1,1996,1996,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,,,,2,0,2,0,
Ohio,LaSalle Thompson,Cincinnati,Withrow,15,1983,1997,985,21238,3136,6376,4,26,1530,2075,2123,6689,1139,741,972,1646,3143,7806,0.492,0.154,0.737,21.6,7.9,6.8,1.2,
Ohio,Nate Thurmond*,Akron,Central,14,1964,1977,964,35881,5521,13105,,,3395,5089,744,14464,2575,125,553,,2624,14437,0.421,,0.667,37.2,15,15,2.7,
Ohio,Hal Tidrick,Martins Ferry,Martins Ferry,1,1949,1949,61,,194,616,,,164,205,,,101,,,,191,552,0.315,,0.8,,9,,1.7,
Ohio,Sedric Toney,Dayton,Wilbur Wright,5,1986,1994,112,1410,139,381,31,91,100,128,22,98,235,48,1,114,159,409,0.365,0.341,0.781,12.6,3.7,0.9,2.1,
Ohio,Gary Trent,Columbus,Hamilton Township,9,1996,2004,506,9866,1792,3580,4,50,778,1210,842,2276,504,223,174,599,1096,4366,0.501,0.08,0.643,19.5,8.6,4.5,1,
Ohio,Al Tucker,Dayton,Jefferson Township,5,1968,1972,352,7478,1439,3157,33,89,630,866,110,1740,342,,,154,812,3541,0.456,0.371,0.727,21.2,10.1,4.9,1,
Ohio,Granville Waiters,Columbus,East,5,1984,1988,249,2547,270,589,0,5,66,118,183,540,121,56,185,153,410,606,0.458,0,0.559,10.2,2.4,2.2,0.5,
Ohio,Henry Walker,Cincinnati,North College Hill,5,2009,2015,181,3016,386,865,190,515,117,154,55,401,153,93,27,142,375,1079,0.446,0.369,0.76,16.7,6,2.2,0.8,
Ohio,Samaki Walker,Whitehall,Whitehall-Yearling,10,1997,2006,445,7612,936,2026,1,9,503,798,627,2089,252,134,316,403,895,2376,0.462,0.111,0.63,17.1,5.3,4.7,0.6,
Ohio,Nick Weatherspoon,Canton,McKinley,7,1974,1980,453,9680,1712,3763,0,0,662,929,789,2232,418,344,145,319,1228,4086,0.455,,0.713,21.4,9,4.9,0.9,
Ohio,Dick Wehr,Barnesville,Barnesville,1,1949,1949,9,,5,21,,,2,6,,,3,,,,12,12,0.238,,0.333,,1.3,,0.3,
Ohio,Roland West,Cincinnati,Withrow,1,1968,1968,4,14,2,5,,,0,0,,5,0,,,,3,4,0.4,,,3.5,1,1.3,0,
Ohio,Bob Wiesenhahn,Cincinnati,McNicholas,1,1962,1962,60,326,51,161,,,17,30,,112,23,,,,50,119,0.317,,0.567,5.4,2,1.9,0.4,
Ohio,Herb Williams,Columbus,Marion Franklin,18,1982,1999,1102,28484,5037,10781,8,84,1862,2675,1624,6509,1856,605,1605,1929,2876,11944,0.467,0.095,0.696,25.8,10.8,5.9,1.7,
Ohio,Jawad Williams,Lakewood,Saint Edward,3,2009,2011,90,1153,127,344,45,144,41,57,24,133,56,22,8,35,109,340,0.369,0.313,0.719,12.8,3.8,1.5,0.6,
Ohio,Luke Witte,Alliance,Marlington,3,1974,1976,118,1098,149,371,,,74,108,127,357,60,13,45,,147,372,0.402,,0.685,9.3,3.2,3,0.5,
Ohio,Chris Wright,Trotwood,Trotwood-Madison,2,2012,2014,32,312,44,80,0,1,30,46,29,65,9,14,18,13,39,118,0.55,0,0.652,9.8,3.7,2,0.3,
Ohio,Rich Yonakor,Euclid,Euclid,1,1982,1982,10,70,14,26,0,0,5,7,13,27,3,1,2,2,7,33,0.538,,0.714,7,3.3,2.7,0.3,
Ohio,Dave Zeller,New Carlisle,Tecumseh,1,1962,1962,61,278,36,102,,,18,24,,27,58,,,,37,90,0.353,,0.75,4.6,1.5,0.4,1,
Ohio,Adreian Payne,Dayton,Jefferson Township,4,2015,2018,107,1403,174,429,15,59,66,97,79,315,66,45,27,90,203,429,0.406,0.254,0.68,13.1,4,2.9,0.6,
Ohio,Larry Nance Jr.,Richfield,Revere,9,2016,2024,522,12124,1647,3049,207,606,500,718,982,3238,979,601,255,488,1115,4001,0.54,0.342,0.696,23.2,7.7,6.2,1.9,
Ohio,Jordan Sibert,Sharonville,Princeton,1,2019,2019,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,,4,3,0,0,
Ohio,Caris LeVert,Pickerington,Central,8,2017,2024,460,12956,2412,5560,673,1973,1001,1354,328,1778,1890,491,165,842,935,6498,0.434,0.341,0.739,28.2,14.1,3.9,4.1,
Ohio,Luke Kennard,Franklin,Franklin,7,2018,2024,395,9287,1398,3077,790,1801,355,404,103,1118,830,199,51,377,556,3941,0.454,0.439,0.879,23.5,10,2.8,2.1,
Ohio,Nigel Hayes,Toledo,Whitmer,1,2018,2018,9,122,11,33,4,16,1,3,4,22,6,2,3,2,8,27,0.333,0.25,0.333,13.6,3,2.4,0.7,
Ohio,Vince Edwards,Middletown,Middletown,1,2019,2019,2,16,1,4,1,4,0,0,1,2,0,0,0,0,0,3,0.25,0.25,,8,1.5,1,0,
Ohio,Jaxson Hayes,Cincinnati,Archbishop Moeller,5,2020,2024,311,4929,806,1268,30,112,469,663,412,1174,201,138,196,220,607,2111,0.636,0.268,0.707,15.8,6.8,3.8,0.6,
Ohio,Darius Bazley,Sharonville,Princeton,5,2020,2024,237,5536,773,1869,234,757,333,492,194,1244,282,138,177,292,230,2113,0.414,0.309,0.677,23.4,8.9,5.2,1.2,
Ohio,Dakota Mathias,Elida,Elida,2,2021,2022,14,139,21,54,10,32,2,6,1,9,14,2,3,1,8,54,0.389,0.313,0.333,9.9,3.9,0.6,1,
Ohio,Bill Meyer,Warrensville Heights,Warrensville Heights,1,1968,1968,7,45,10,22,0,0,2,2,,5,1,,,2,7,22,0.455,,1,6.4,3.1,0.7,0.1,
Ohio,Terry Rozier,Shaker Heights,Shaker Heights,9,2016,2024,601,16699,3115,7411,1265,3447,1078,1304,398,2372,2170,578,150,819,900,8573,0.42,0.367,0.827,27.8,14.3,3.9,3.6,
Ohio,Zavier Simpson,Lima,Lima Central Catholic,2,2022,2024,11,335,36,106,6,25,8,9,6,41,55,12,7,20,26,86,0.34,0.24,0.889,30.5,7.8,3.7,5,
Ohio,Zavier Simpson,Lima,Lima Senior,2,2022,2024,11,335,36,106,6,25,8,9,6,41,55,12,7,20,26,86,0.34,0.24,0.889,30.5,7.8,3.7,5,
Ohio,Jae'Sean Tate,Pickerington,Central,4,2021,2024,244,5807,897,1812,159,520,308,439,369,1109,548,220,99,321,751,2261,0.495,0.306,0.702,23.8,9.3,4.5,2.2,
Ohio,Jon Teske,Medina,Medina,1,2022,2022,3,8,0,1,0,0,0,2,0,2,1,1,0,0,1,0,0,,0,2.7,0,0.7,0.3,
Ohio,Pete Lalich,Cleveland,East Technical,1,1947,1947,1,,0,1,,,0,0,,,0,,,,1,0,0,,,,0,,0,
Ohio,Hank Lefkowitz,Cleveland Heights,Cleveland Heights,1,1947,1947,24,,22,114,,,7,13,,,4,,,,35,51,0.193,,0.538,,2.1,,0.2,
Ohio,Isaiah Jackson,Geneva,SPIRE Academy,3,2022,2024,158,2354,450,757,7,34,228,336,267,669,111,90,206,130,383,1135,0.594,0.206,0.679,14.9,7.2,4.2,0.7,
Ohio,Miles McBride,Cincinnati,Archbishop Moeller,3,2022,2024,172,2460,314,777,166,468,79,104,48,192,227,101,16,60,213,873,0.404,0.355,0.76,14.3,5.1,1.1,1.3,
Ohio,Micah Potter,Mentor,Mentor,3,2022,2024,26,269,34,66,13,30,8,10,17,68,10,6,7,8,23,89,0.515,0.433,0.8,10.3,3.4,2.6,0.4,
Ohio,Carlik Jones,Cincinnati,Aiken,2,2022,2023,12,79,7,24,3,7,7,10,2,8,11,3,0,5,2,24,0.292,0.429,0.7,6.6,2,0.7,0.9,
Ohio,Jarron Cumberland,Wilmington,Wilmington,1,2022,2022,3,12,1,2,0,1,0,0,1,3,1,0,0,0,2,2,0.5,0,,4,0.7,1,0.3,
Ohio,Malaki Branham,Akron,St. Vincent-St. Mary,2,2023,2024,141,3144,540,1239,170,523,113,133,56,329,283,60,15,167,209,1363,0.436,0.325,0.85,22.3,9.7,2.3,2,
Ohio,Vince Williams Jr.,Toledo,St John's Jesuit,2,2023,2024,67,1541,181,419,83,237,106,132,63,305,179,53,36,97,147,551,0.432,0.35,0.803,23,8.2,4.6,2.7,
Ohio,Walt Piatkowski,Toledo,Woodward,3,1969,1972,157,3149,617,1507,38,132,193,250,254,617,89,,,178,408,1465,0.409,0.288,0.772,20.1,9.3,3.9,0.6,
Ohio,Jalen Pickett,Geneva,SPIRE Academy,1,2024,2024,27,122,15,35,9,25,3,4,1,14,21,4,0,9,13,42,0.429,0.36,0.75,4.5,1.6,0.5,0.8,
Ohio,Chris Livingston,Akron,Buchtel,1,2024,2024,21,90,11,22,1,5,3,4,3,21,5,2,0,5,15,26,0.5,0.2,0.75,4.3,1.2,1,0.2,
Ohio,Pete Nance,Richfield,Revere,1,2024,2024,8,27,1,6,1,1,0,2,0,3,0,1,0,1,2,3,0.167,1,0,3.4,0.4,0.4,0,
Oklahoma,Alvan Adams,Warr Acres,Putnam City,13,1976,1988,988,27203,5709,11464,2,15,2490,3160,2015,6937,4012,1289,808,2194,3214,13910,0.498,0.133,0.788,27.5,14.1,7,4.1,
Oklahoma,Kelenna Azubuike,Tulsa,Victory Christian,5,2007,2012,208,5025,802,1748,210,514,364,473,257,829,230,130,103,203,408,2178,0.459,0.409,0.77,24.2,10.5,4,1.1,
Oklahoma,Jim Barnes,Stillwater,Stillwater,7,1965,1971,454,9455,1548,3607,,,901,1317,,2939,377,,,,1497,3997,0.429,,0.684,20.8,8.8,6.5,0.8,
Oklahoma,Anthony Bowie,Tulsa,East Central,8,1989,1998,461,8349,1247,2628,67,211,384,466,299,1021,840,288,106,478,711,2945,0.475,0.318,0.824,18.1,6.4,2.2,1.8,
Oklahoma,Winford Boynes,Oklahoma City,Capitol Hill,3,1979,1981,177,3035,598,1375,0,4,282,360,135,363,207,125,42,284,328,1478,0.435,0,0.783,17.1,8.4,2.1,1.2,
Oklahoma,Joe Bradley,Cowden,Cowden,1,1950,1950,46,,36,134,,,15,38,,,36,,,,51,87,0.269,,0.395,,1.9,,0.8,
Oklahoma,Leroy Combs,Spencer,Star-Spencer,1,1984,1984,48,446,81,163,0,3,56,91,19,56,38,23,18,46,49,218,0.497,0,0.615,9.3,4.5,1.2,0.8,
Oklahoma,Pete Darcey,Oklahoma City,Classen,1,1953,1953,12,90,3,18,,,5,9,,10,2,,,,29,11,0.167,,0.556,7.5,0.9,0.8,0.2,
Oklahoma,Richard Dumas,Tulsa,Booker T. Washington,3,1993,1996,102,2226,434,852,3,13,209,301,160,351,111,137,47,150,228,1080,0.509,0.231,0.694,21.8,10.6,3.4,1.1,
Oklahoma,J.R. Giddens,Oklahoma City,John Marshall,2,2009,2010,38,247,30,63,0,10,13,23,18,54,13,10,2,18,30,73,0.476,0,0.565,6.5,1.9,1.4,0.3,
Oklahoma,Gary Gray,Fort Cobb,Fort Cobb,1,1968,1968,44,276,49,134,,,7,10,,23,26,,,,48,105,0.366,,0.7,6.3,2.4,0.5,0.6,
Oklahoma,Blake Griffin,Edmond,Oklahoma Christian School,13,2011,2023,765,24384,5419,10988,538,1639,3137,4508,1487,6109,3055,627,359,1732,2058,14513,0.493,0.328,0.696,31.9,19,8,4,
Oklahoma,Taylor Griffin,Edmond,Oklahoma Christian School,1,2010,2010,8,32,4,10,0,2,2,4,0,2,1,0,2,1,4,10,0.4,0,0.5,4,1.3,0.3,0.1,
Oklahoma,Cecil Hankins,Ardmore,Zaneis Consolidated,2,1947,1948,80,,140,507,,,114,185,,,22,,,,77,394,0.276,,0.616,,4.9,,0.3,
Oklahoma,Carl Henry,Oklahoma City,Grant,1,1986,1986,28,149,31,67,4,10,12,17,8,19,4,5,0,9,11,78,0.463,0.4,0.706,5.3,2.8,0.7,0.1,
Oklahoma,Xavier Henry,Warr Acres,Putnam City,5,2011,2015,185,2905,368,907,41,126,273,430,81,351,120,100,23,139,264,1050,0.406,0.325,0.635,15.7,5.7,1.9,0.6,
Oklahoma,Byron Houston,Spencer,Star-Spencer,4,1993,1996,214,2674,307,673,10,39,211,312,237,648,114,103,86,173,543,835,0.456,0.256,0.676,12.5,3.9,3,0.5,
Oklahoma,Ryan Humphrey,Tulsa,Booker T. Washington,3,2003,2005,85,772,78,227,0,3,41,76,86,189,18,20,19,48,113,197,0.344,0,0.539,9.1,2.3,2.2,0.2,
Oklahoma,Darnell Jackson,Midwest City,Midwest City,3,2009,2011,138,1039,123,274,4,17,58,90,90,203,26,24,11,50,159,308,0.449,0.235,0.644,7.5,2.2,1.5,0.2,
Oklahoma,Stacey King,Lawton,Lawton,8,1990,1997,438,7406,1071,2240,4,17,673,952,597,1460,387,173,210,527,906,2819,0.478,0.235,0.707,16.9,6.4,3.3,0.9,
Oklahoma,Bud Koper,Rocky,Rocky,1,1965,1965,54,631,106,241,,,35,42,,61,43,,,,59,247,0.44,,0.833,11.7,4.6,1.1,0.8,
Oklahoma,R.B. Lynam,Shawnee,Shawnee,1,1968,1968,7,39,5,17,0,1,7,8,,5,0,,,5,10,17,0.294,0,0.875,5.6,2.4,0.7,0,
Oklahoma,Lee Mayberry,Tulsa,Will Rogers,7,1993,1999,496,10337,950,2287,379,1006,267,405,142,642,1767,352,43,591,865,2546,0.415,0.377,0.659,20.8,5.1,1.3,3.6,
Oklahoma,Clint McDaniel,Tulsa,Booker T. Washington,1,1996,1996,12,71,8,23,2,6,12,16,3,10,7,5,0,2,10,30,0.348,0.333,0.75,5.9,2.5,0.8,0.6,
Oklahoma,Tracy Moore,Oklahoma City,John Marshall,5,1992,1997,119,1729,298,738,77,224,160,191,75,183,121,62,8,98,186,833,0.404,0.344,0.838,14.5,7,1.5,1,
Oklahoma,Willie Murrell,Taft,Moton,3,1968,1970,228,6747,1250,2684,14,46,474,659,307,1655,233,,,387,640,2988,0.466,0.304,0.719,29.6,13.1,7.3,1,
Oklahoma,Daniel Orton,Oklahoma City,Bishop McGuinness,3,2012,2014,51,542,50,103,0,1,43,72,48,126,24,18,28,29,81,143,0.485,0,0.597,10.6,2.8,2.5,0.5,
Oklahoma,Claude Overton,McAlester,McAlester,1,1953,1953,15,182,19,75,,,20,30,,25,15,,,,25,58,0.253,,0.667,12.1,3.9,1.7,1,
Oklahoma,Doyle Parrack,Jefferson County,Union Valley,1,1947,1947,58,,110,413,,,52,80,,,20,,,,77,272,0.266,,0.65,,4.7,,0.3,
Oklahoma,Brent Price,Enid,Enid,9,1993,2002,418,7007,818,1918,363,938,482,585,175,684,1236,313,16,626,759,2481,0.426,0.387,0.824,16.8,5.9,1.6,3,
Oklahoma,Mark Price,Enid,Enid,12,1987,1998,722,21560,3939,8345,976,2428,2135,2362,409,1848,4863,860,76,1790,964,10989,0.472,0.402,0.904,29.9,15.2,2.6,6.7,
Oklahoma,Kevin Pritchard,Tulsa,Thomas Edison,4,1991,1996,94,1125,119,298,8,43,94,119,17,90,152,37,13,82,146,340,0.399,0.186,0.79,12,3.6,1,1.6,
Oklahoma,Hub Reed,Oklahoma City,Capitol Hill,7,1959,1965,479,7870,1081,2481,,,456,630,,2449,367,,,,1337,2618,0.436,,0.724,16.4,5.5,5.1,0.8,
Oklahoma,Bryant Reeves,Gans,Gans,6,1996,2001,395,12071,1999,4208,2,27,945,1345,856,2745,623,200,302,744,1365,4945,0.475,0.074,0.703,30.6,12.5,6.9,1.6,
Oklahoma,Shea Seals,Tulsa,McLain,1,1998,1998,4,9,1,8,0,3,2,4,3,4,0,1,0,0,1,4,0.125,0,0.5,2.3,1,1,0,
Oklahoma,John Starks,Tulsa,Tulsa Central,13,1989,2002,866,23514,3953,9590,1222,3591,1701,2211,417,2129,3085,951,106,1533,2293,10829,0.412,0.34,0.769,27.2,12.5,2.5,3.6,
Oklahoma,Greg Sutton,Oklahoma City,Douglass,3,1992,1996,168,1946,272,687,116,321,101,136,22,153,284,84,13,183,317,761,0.396,0.361,0.743,11.6,4.5,0.9,1.7,
Oklahoma,Etan Thomas,Tulsa,Booker T. Washington,9,2002,2011,409,7084,890,1734,0,0,561,930,677,1927,149,128,427,385,889,2341,0.513,,0.603,17.3,5.7,4.7,0.4,
Oklahoma,Wayman Tisdale,Tulsa,Booker T. Washington,12,1986,1997,840,23868,5338,10575,0,21,2202,2897,1617,5117,1077,464,500,1407,2801,12878,0.505,0,0.76,28.4,15.3,6.1,1.3,
Oklahoma,Ekpe Udoh,Edmond,Santa Fe,7,2011,2019,384,5694,519,1145,0,4,315,439,456,1100,260,177,429,222,714,1353,0.453,0,0.718,14.8,3.5,2.9,0.7,
Oklahoma,Jeff Webster,Midwest City,Carl Albert,1,1996,1996,11,58,8,23,2,6,0,0,2,7,3,4,0,3,7,18,0.348,0.333,,5.3,1.6,0.6,0.3,
Oklahoma,Shelden Williams,Midwest City,Midwest City,6,2007,2012,361,5586,590,1276,2,9,436,589,529,1562,163,179,164,304,733,1618,0.462,0.222,0.74,15.5,4.5,4.3,0.5,
Oklahoma,Josh Richardson,Edmond,Santa Fe,9,2016,2024,546,15665,2316,5395,867,2383,850,1005,372,1673,1451,558,296,724,1213,6349,0.429,0.364,0.846,28.7,11.6,3.1,2.7,
Oklahoma,Trae Young,Norman,Norman North,6,2019,2024,407,13883,3299,7559,1059,2986,2722,3118,263,1451,3868,414,62,1696,696,10379,0.436,0.355,0.873,34.1,25.5,3.6,9.5,
Oklahoma,Shake Milton,Owasso,Owasso,6,2019,2024,302,5861,961,2132,260,727,402,486,140,679,754,139,69,325,527,2584,0.451,0.358,0.827,19.4,8.6,2.2,2.5,
Oklahoma,DaQuan Jeffries,Edmond,Santa Fe,4,2020,2024,64,689,77,179,27,96,12,16,22,96,35,19,12,19,70,193,0.43,0.281,0.75,10.8,3,1.5,0.5,
Oregon,Danny Ainge,North Eugene,North Eugene,14,1982,1995,1042,27755,4643,9905,1002,2651,1676,1980,695,2768,4199,1133,132,1566,2549,11964,0.469,0.378,0.846,26.6,11.5,2.7,4,
Oregon,Ray Blume,Portland,Parkrose,1,1982,1982,49,546,102,222,4,18,18,28,14,41,68,23,2,54,57,226,0.459,0.222,0.643,11.1,4.6,0.8,1.4,
Oregon,Terrell Brandon,Portland,Grant,11,1992,2002,724,21545,3908,8720,394,1110,1784,2043,425,2174,4407,1142,226,1419,1325,9994,0.448,0.355,0.873,29.8,13.8,3,6.1,
Oregon,Mel Counts,Coos Bay,Marshfield,12,1965,1976,789,13723,2665,6122,,,1186,1552,185,4756,1100,85,74,,2259,6516,0.435,,0.764,17.4,8.3,6,1.4,
Oregon,Josh Davis,Salem,Salem Academy,4,2004,2012,67,498,56,150,23,70,21,29,49,115,19,17,5,21,70,156,0.373,0.329,0.724,7.4,2.3,1.7,0.3,
Oregon,Michael Doleac,Portland,Central Catholic,10,1999,2008,587,8789,1246,2838,1,8,389,492,582,1955,343,200,209,376,1315,2882,0.439,0.125,0.791,15,4.9,3.3,0.6,
Oregon,Mike Dunleavy,Beaverton,Jesuit,15,2003,2017,986,27340,3935,8926,1304,3460,1874,2333,698,4211,2185,719,324,1369,1986,11048,0.441,0.377,0.803,27.7,11.2,4.3,2.2,
Oregon,Bayard Forrest,Bandon,Bandon,2,1978,1979,139,2130,229,510,,,111,218,194,565,296,52,71,191,256,569,0.449,,0.509,15.3,4.1,4.1,2.1,
Oregon,Dave Gambee,Corvallis,Corvallis,12,1959,1970,750,14665,2820,6708,,,2295,2791,,3891,757,,,,2180,7935,0.42,,0.822,19.6,10.6,5.2,1,
Oregon,Thomas Gardner,Portland,Jefferson,2,2008,2009,20,143,18,59,7,35,2,6,3,11,3,4,1,7,8,45,0.305,0.2,0.333,7.2,2.3,0.6,0.2,
Oregon,A.C. Green,Portland,Benson Polytechnic,16,1986,2001,1278,36552,4544,9202,124,489,3119,4250,3354,9473,1400,1033,546,1434,2436,12331,0.494,0.254,0.734,28.6,9.6,7.4,1.1,
Oregon,Swede Halbrook,Portland,Lincoln,2,1961,1962,143,2039,307,885,,,172,291,,949,64,,,,441,786,0.347,,0.591,14.3,5.5,6.6,0.4,
Oregon,Luke Jackson,Creswell,Creswell,4,2005,2008,73,724,84,235,32,89,52,71,27,89,58,24,3,49,71,252,0.357,0.36,0.732,9.9,3.5,1.2,0.8,
Oregon,Jim Jarvis,Roseburg,Roseburg,2,1968,1969,125,1729,279,745,31,95,139,173,60,235,152,,,119,240,728,0.374,0.326,0.803,13.8,5.8,1.9,1.2,
Oregon,Fred Jones,Gresham,Barlow,7,2003,2009,430,10299,1090,2651,346,979,680,841,157,958,990,336,115,511,831,3206,0.411,0.353,0.809,24,7.5,2.2,2.3,
Oregon,Nick Jones,Portland,John Marshall,5,1968,1973,198,2361,405,987,0,2,221,290,6,225,254,,,8,403,1031,0.41,0,0.762,11.9,5.2,1.1,1.3,
Oregon,Steve Jones,Portland,Franklin,9,1968,1976,704,21028,4132,9310,186,550,2222,2702,652,2467,1515,96,28,1435,1981,10672,0.444,0.338,0.822,29.9,15.2,3.5,2.2,
Oregon,Terrence Jones,Portland,Jefferson,6,2013,2019,234,5562,985,1968,93,313,368,593,395,1334,238,146,270,219,392,2431,0.501,0.297,0.621,23.8,10.4,5.7,1,
